date,rail_lrt_ampang,rail_mrt_kajang,rail_lrt_kj,rail_monorail,rail_mrt_pjy,rail_ets,rail_intercity,rail_komuter_utara,rail_tebrau,rail_komuter
17/9/2023,96759,129963,120994,39989,57015,12128,5676,17131,7321,4497
18/9/2023,157074,205731,235237,51361,115243,11345,2497,10612,8705,4366
19/9/2023,163811,219299,257218,52439,123396,8888,2372,8800,8342,3923
20/9/2023,164254,221684,260235,53074,122665,9050,2259,8648,8490,4399
21/9/2023,162734,217425,254011,52842,121973,10084,3264,10295,8785,4537
22/9/2023,163194,214789,243528,55096,116935,11602,4686,13551,9405,5037
23/9/2023,110680,146378,138337,42682,68714,11433,5627,11974,8267,4502
24/9/2023,93123,125473,117086,38431,56237,11513,4323,14307,7088,4719
25/9/2023,158798,208066,238390,51868,117553,10715,2441,10279,8686,4890
26/9/2023,163203,218760,255331,52453,122136,9692,2703,9636,8264,4962
27/9/2023,168906,230271,262935,54867,125977,11477,4988,16242,8581,6082
28/9/2023,99592,139344,135230,42603,63628,11956,6752,14926,9621,5066
29/9/2023,155834,201758,229233,55880,105642,12109,6187,15466,9543,6490
30/9/2023,117356,153374,163281,49665,70166,11917,6844,15873,8718,5976
1/10/2023,102970,130337,130356,43405,58121,12281,6145,17937,7266,18262
2/10/2023,159335,207806,236388,53139,116341,11218,2919,11289,8580,25561
3/10/2023,164939,218968,256508,53590,123156,9109,2417,9542,8281,27267
4/10/2023,165967,223461,260010,53911,124847,8355,2273,9203,8316,28452
5/10/2023,164723,220672,256480,54863,122200,10339,3720,12265,9213,30035
6/10/2023,168200,223259,249901,58543,119597,12073,5217,16270,9492,33455
7/10/2023,117280,162195,149888,49072,72613,11759,6350,15823,8436,25285
8/10/2023,104194,139692,131443,45088,62219,11987,5047,17619,7016,26369
9/10/2023,160677,212177,238280,53553,118494,10689,2635,11107,8513,36828
10/10/2023,163932,219206,257111,54416,122459,8994,2811,9968,8241,36856
11/10/2023,164959,222963,259229,54761,123326,8782,2684,9634,8188,37317
12/10/2023,161817,216843,255148,53359,122140,10647,4503,14523,8788,37895
13/10/2023,197735,227614,254238,57231,125479,12465,5091,19394,9320,44988
14/10/2023,111920,156597,147492,46244,72343,11912,6368,15281,8215,24921
15/10/2023,98380,133737,125136,41828,60683,12159,4246,17615,7225,24758
16/10/2023,161959,211664,242090,52511,119733,11004,2451,11338,8665,36733
17/10/2023,187016,223358,257936,54061,126318,8417,2219,9389,8301,38776
18/10/2023,167017,225107,263026,54989,126348,8878,2397,9948,8357,37769
19/10/2023,166233,221843,260680,55572,124608,10504,3579,13336,8712,37661
20/10/2023,167968,222792,254227,57816,121760,12054,4912,17160,9332,41922
21/10/2023,112580,154097,146632,45281,72141,11746,6357,14996,8275,24058
22/10/2023,102503,135134,133302,41331,61350,12231,4221,16777,6880,25665
23/10/2023,160945,209230,241915,53884,119745,10824,2330,11516,8388,36749
24/10/2023,169839,222391,259416,56513,125597,8750,2003,9712,7900,37037
25/10/2023,165138,225776,262082,57709,126379,8808,2157,10014,8075,37270
26/10/2023,164608,222732,257185,57354,124290,10491,5392,14005,8565,38168
27/10/2023,165783,220655,250659,60189,122665,12235,5437,17072,9343,43381
28/10/2023,115211,161488,168030,48649,79580,11975,6632,14800,8263,27274
29/10/2023,98246,133218,129694,41459,60780,12205,4622,17122,7165,25195
30/10/2023,158224,210083,236468,55086,118934,10819,2174,11520,8472,36646
31/10/2023,163126,222064,253988,57028,125416,8525,1998,9542,8113,36121
1/11/2023,166517,228310,260585,57820,128264,8684,2152,9630,8250,36856
2/11/2023,164381,224221,254647,58274,126047,11272,3326,13912,8519,37921
3/11/2023,167152,226627,248645,59913,123105,12370,5203,17031,9371,41594
4/11/2023,119716,161983,150292,49301,75725,11463,6512,14839,8379,25570
5/11/2023,104440,138307,129068,45456,62474,12421,4178,16672,7178,24153
6/11/2023,162582,213142,241351,55950,121885,10847,2238,11356,8553,36545
7/11/2023,168981,226412,261146,59216,128837,8998,2359,10094,8375,37343
8/11/2023,172189,233012,265948,59150,130169,10377,2948,11542,8472,38477
9/11/2023,171653,229465,260325,59143,129030,13091,5272,19419,9505,43229
10/11/2023,175560,231094,250724,61061,125915,14277,7146,24560,9469,53486
11/11/2023,125150,175168,162248,58189,77321,13436,7541,17565,8907,32896
12/11/2023,118480,176579,165194,65967,73681,12730,7846,16082,8431,36503
13/11/2023,101664,145236,134013,46834,65333,13204,7495,20440,8072,32718
14/11/2023,152628,208500,232587,55153,112376,12316,4201,16563,8473,38163
15/11/2023,162135,222189,249036,57107,123672,11393,2916,11897,8518,36907
16/11/2023,173089,220302,247627,56599,124752,11176,4196,12556,9117,35585
17/11/2023,160067,217589,238037,57383,120289,12012,5024,14889,9278,37663
18/11/2023,112646,155312,145501,46432,74150,11916,6007,14591,8495,23774
19/11/2023,96012,130333,123975,41568,59509,12196,4572,16675,7212,26195
20/11/2023,160409,212391,241405,55532,125038,11161,2505,11791,8895,36882
21/11/2023,165504,225020,260150,58940,131249,9672,2115,9964,8479,37537
22/11/2023,250614,235772,272525,62450,139113,9907,2267,9852,8733,37553
23/11/2023,168627,229179,263220,62398,130845,11027,3841,13223,9199,39279
24/11/2023,170630,232343,260425,62591,130708,12204,4061,16756,9638,43242
25/11/2023,118685,167477,156854,51628,79434,12085,5053,14846,8656,26814
26/11/2023,102424,143060,133373,46357,64832,11964,4030,16723,7456,25762
27/11/2023,161414,216086,244234,56140,125997,11515,2539,11999,8813,37635
28/11/2023,166671,228154,259900,59051,132983,10057,2483,10379,8656,37531
29/11/2023,166895,243952,263619,58403,140546,9856,2644,10457,8859,36747
30/11/2023,165275,236369,253598,59321,137403,11031,3768,14069,9546,37149
1/12/2023,168552,247693,248375,61845,140846,12495,4194,17126,9695,40889
2/12/2023,121162,210683,156112,52745,102086,11873,5176,15293,8704,27262
3/12/2023,107791,182682,134888,49677,86778,12160,4031,17563,7653,26823
4/12/2023,158852,225714,240874,57278,129915,11176,2220,12248,8980,36828
5/12/2023,162829,234592,251648,58059,135152,9448,2205,10001,8980,36220
6/12/2023,166493,240022,260962,59617,136859,9513,2509,10345,9515,36564
7/12/2023,165729,237908,257507,60404,136029,11229,3609,14003,9597,38344
8/12/2023,243298,246761,263425,67467,141735,12528,4416,17471,9810,43076
9/12/2023,137022,198646,160538,55417,94783,12014,5148,17416,9010,27802
10/12/2023,129807,189157,146307,55027,92218,12004,4253,17573,7991,27875
11/12/2023,151346,228886,215770,60232,129587,11624,3136,12960,9253,36401
12/12/2023,163424,229422,250993,58386,134679,10616,2348,10919,9299,35918
13/12/2023,161783,232067,252973,55103,134295,9836,2841,10939,9417,32801
14/12/2023,159575,228167,243813,55364,130374,11393,4116,13130,9857,34868
15/12/2023,169157,231037,238620,57597,131139,13180,4844,16098,9975,37314
16/12/2023,117347,187170,149150,50605,88673,12600,5348,14746,9151,24661
17/12/2023,107590,174998,136255,50449,81925,12832,5466,16903,8603,25232
18/12/2023,154378,221001,231376,58056,125784,12609,5256,14736,9569,36118
19/12/2023,157400,229228,243310,58686,130286,12445,4829,12356,9663,35344
20/12/2023,159376,234192,243860,59167,130264,12619,5368,14767,9850,37250
21/12/2023,156390,226323,235833,58541,127892,13069,6083,18370,9994,38097
22/12/2023,156009,222417,224242,60866,123891,13823,6187,20506,9991,41332
23/12/2023,126178,199294,179219,57465,97450,13083,6415,16767,9564,29573
24/12/2023,126020,222539,184568,68843,105650,12886,6555,15475,9405,29439
25/12/2023,112249,196188,144255,56232,93677,13089,6569,18355,9530,27572
26/12/2023,136939,199957,203335,55672,110624,12879,5088,17139,9658,33355
27/12/2023,142064,213104,215793,55830,117196,12530,4869,14948,9806,33196
28/12/2023,141124,209894,211994,57203,115891,13009,5269,16074,9998,33260
29/12/2023,141251,209228,207230,57407,113962,13154,5308,17220,9974,35202
30/12/2023,110788,178415,145818,53934,84225,12960,5371,17606,9384,27081
31/12/2023,149183,262265,200627,79585,120685,12895,5312,16531,8475,29350
1/1/2024,103076,159042,130595,51696,79011,13418,5484,18993,7848,34988
2/1/2024,153716,217041,237751,57332,129116,11678,2428,12455,8753,36078
3/1/2024,157042,224466,246491,56375,133884,9904,1876,10583,8792,34433
4/1/2024,155018,221020,243042,55223,131962,9136,2584,11614,8935,33851
5/1/2024,156007,223298,237731,57190,130901,10917,3450,13302,9436,35228
6/1/2024,105102,158047,132972,44585,80745,10871,4283,12347,8505,20458
7/1/2024,90321,133496,110222,39254,64358,11308,3597,13501,7178,20445
8/1/2024,161338,222628,239274,56278,132196,9335,1981,10774,8560,35114
9/1/2024,165949,237427,253414,56917,140539,7877,1806,11203,8451,35024
10/1/2024,167526,236495,256824,57709,139065,8684,1886,12056,8472,35044
11/1/2024,167341,233742,252494,59613,137389,9844,2971,13509,8875,35674
12/1/2024,171423,239607,250510,61195,137321,11570,3683,15445,9401,39453
13/1/2024,131116,176910,145906,48575,88603,10855,4623,13229,8772,22522
14/1/2024,101780,152481,122902,44741,74405,11271,3435,16170,7174,22453
15/1/2024,160979,223369,241545,56945,131468,10340,2226,11587,8578,35750
16/1/2024,165856,235086,258528,57168,138316,8285,1870,10421,8399,37858
17/1/2024,167244,239571,261518,57981,140181,7982,2106,9929,8367,36039
18/1/2024,165975,235011,256519,59204,137630,10236,3076,11894,8941,36258
19/1/2024,167326,239872,250623,59954,136987,11696,3895,14863,9496,38650
20/1/2024,112232,176577,143735,46208,86507,11687,4875,13168,9061,24982
21/1/2024,97180,153555,122746,42970,73060,11363,3837,13891,7340,23963
22/1/2024,163130,229585,249564,57633,134500,10365,2294,11864,8792,37809
23/1/2024,171129,245175,271194,59663,141930,9891,2027,11012,8893,41494
24/1/2024,175617,255701,274327,62053,150582,11943,3584,16911,9262,75203
25/1/2024,99739,160884,131578,41704,81255,11564,4426,13925,9811,87676
26/1/2024,157017,226106,231260,59550,127930,12321,4300,14621,9975,43024
27/1/2024,114892,170826,138859,47548,82374,12191,5352,14419,9172,26720
28/1/2024,96029,147205,119092,42535,69747,12990,4265,15932,7777,26961
29/1/2024,164224,232469,248727,59158,134653,10944,2636,12034,8852,37343
30/1/2024,168871,244641,263233,59925,140745,9049,2019,10576,8860,37177
31/1/2024,171748,255045,268155,63215,144011,9627,2610,10601,9257,37312
1/2/2024,110345,168370,155342,38708,81837,9927,3600,11925,9630,24528
2/2/2024,167247,236335,243097,59159,130610,11324,3875,14057,9621,37243
3/2/2024,123360,190133,156792,53502,90825,11402,4999,13426,8785,25916
4/2/2024,105648,161308,130682,46048,74441,11733,4198,14353,7467,25383
5/2/2024,172179,239347,254947,58095,136304,11040,2328,12429,8568,37371
6/2/2024,178800,250875,269133,59472,142849,10605,2924,11822,9704,37917
7/2/2024,181361,258635,270568,61496,144774,13294,3661,17235,9454,42587
8/2/2024,168826,236151,242448,58465,132386,14343,5525,17502,8002,42291
9/2/2024,145126,187491,196128,59148,106380,14591,6319,18369,7576,40791
10/2/2024,120724,183062,169787,68149,93213,14032,7044,16070,8108,42316
11/2/2024,127252,182602,165241,70687,90323,14118,6924,16692,7776,41047
12/2/2024,106837,161319,130448,50706,81617,14463,7065,20951,8435,33700
13/2/2024,140635,204475,207234,56343,114048,14142,5465,17163,8343,36502
14/2/2024,149656,224887,228180,56279,122304,12719,5210,15101,7750,36154
15/2/2024,152668,220617,230530,55506,123742,12750,5396,16028,9113,36251
16/2/2024,151510,212781,221662,55202,120165,12909,5947,16714,9924,35149
17/2/2024,115135,155676,132749,43440,78613,12708,6230,14874,8645,22221
18/2/2024,101449,142511,119540,40257,69311,13252,5742,16937,7234,21918
19/2/2024,172723,230066,253215,53312,134467,12418,4574,13826,8037,36426
20/2/2024,176499,243230,269049,54497,140065,11762,4794,13258,8468,37926
21/2/2024,180768,249306,275475,57684,138935,12072,4805,12769,8410,37940
22/2/2024,179822,247036,269488,56753,140300,12531,5160,14918,8448,38098
23/2/2024,182119,242257,256988,60272,138084,12949,6117,17893,9720,39386
24/2/2024,169623,183818,159240,50639,92784,12833,6558,15613,8868,23670
25/2/2024,117169,166944,140301,48376,79274,12860,6295,18330,7629,24088
26/2/2024,178115,235328,258185,56729,135950,12689,5325,15215,8382,36826
27/2/2024,182934,246509,274435,56226,142309,12451,4935,13304,8806,37064
28/2/2024,185713,253870,279314,57466,144796,12258,5150,13883,8986,37905
29/2/2024,186270,252901,276409,59795,143616,12844,5987,15852,8899,38573
1/3/2024,188995,249384,268053,62089,141862,13391,6444,19215,9868,41041
2/3/2024,139706,195237,171995,55338,96025,12726,6776,16420,9515,27472
3/3/2024,130402,175258,152048,54661,85758,12857,6357,18473,8295,26841
4/3/2024,186477,241113,265134,59523,139059,12669,4866,15335,8595,39106
5/3/2024,192409,257664,282178,60525,146540,12105,4820,12990,9323,38955
6/3/2024,196748,265735,289291,61041,150217,12186,4573,13329,9104,40035
7/3/2024,195279,259437,285010,60294,146254,12212,5035,14739,9318,40181
8/3/2024,198209,255508,276187,62877,143507,12844,5752,18053,9988,41371
9/3/2024,147949,194931,171162,54303,93320,12778,5973,15810,9395,26489
10/3/2024,131424,172713,151129,51903,80835,12947,4571,17907,8432,28332
11/3/2024,195586,247030,269096,59478,143402,10879,2643,12957,8715,37004
12/3/2024,183417,233981,262745,53876,141272,7274,2108,8890,9503,33486
13/3/2024,187531,241245,270672,53256,144886,7915,1723,9980,9622,34623
14/3/2024,187979,238180,269152,53163,143518,9473,2596,14050,9187,36408
15/3/2024,186992,236822,254316,52790,139821,11585,2825,16569,9352,38566
16/3/2024,117619,152241,132485,37208,77278,10279,3118,11415,8170,19529
17/3/2024,103038,134241,114307,35078,65252,11879,3009,14676,7349,19311
18/3/2024,185402,232543,257175,53048,142100,9532,1628,11270,8271,34857
19/3/2024,187656,239783,270490,52783,144945,7216,1515,9302,8607,34219
20/3/2024,189346,243689,270583,53653,147663,6874,1420,9261,8755,34153
21/3/2024,188363,239066,268426,52547,143833,8684,2601,12292,8624,34085
22/3/2024,193518,242789,260941,52855,145021,11625,2613,16281,9472,39440
23/3/2024,128138,159646,144677,38859,81114,10328,2916,11667,8587,19227
24/3/2024,109748,135024,122018,36805,66243,11820,2768,14512,7253,20600
25/3/2024,186459,232026,258471,53337,141473,9956,1698,11113,8421,34594
26/3/2024,200366,241644,272008,53002,146701,8125,1542,9535,8960,34383
27/3/2024,195860,251996,278863,55175,149236,10339,2805,12345,9630,36155
28/3/2024,123967,156908,138478,38093,79863,10600,2919,12060,9120,18698
29/3/2024,182922,227034,241375,53130,132224,11535,2696,14601,8334,35378
30/3/2024,136787,161181,145586,46335,80600,11653,3609,12015,8654,21794
31/3/2024,118616,136166,123186,40731,66271,11979,3085,14959,7900,20319
1/4/2024,190688,233202,258673,53052,141521,10369,2319,11072,8296,34659
2/4/2024,194353,243455,272919,53697,146047,8429,1808,9994,8830,34672
3/4/2024,198362,249738,277684,54983,149257,9613,1899,10564,9080,35893
4/4/2024,196235,242298,270034,53250,144201,12417,3865,14349,8791,36598
5/4/2024,205028,247541,263195,56445,146166,14205,4119,16695,9860,40197
6/4/2024,138273,158140,142798,45195,81865,13399,4146,13651,8794,22455
7/4/2024,125082,143661,127142,47574,68055,13021,4953,14075,7583,20043
8/4/2024,159953,198967,203412,51693,110727,12437,4771,14989,8763,29330
9/4/2024,152799,187967,188202,56915,101938,13167,4054,13412,9945,29376
10/4/2024,124942,186888,180266,61197,97003,13232,3195,10581,8327,36527
11/4/2024,119246,176012,165380,62956,88536,13661,5361,14591,9065,40924
12/4/2024,130820,177926,170704,53776,94392,13467,5759,16555,9784,30960
13/4/2024,104348,145964,122924,43188,72068,13760,6172,17701,8899,23925
14/4/2024,102134,130563,116722,37998,67136,14443,6032,22152,7191,27623
15/4/2024,172157,209368,227652,49334,128156,13017,3425,15179,8122,34804
16/4/2024,181350,227061,248474,51639,140859,10542,2823,12323,8130,36220
17/4/2024,187724,237109,260804,52924,145894,9386,2410,11097,8345,35694
18/4/2024,185814,233021,260304,52050,144008,10028,3211,14771,8328,36941
19/4/2024,189184,240513,254263,53788,143869,11651,3719,18438,9434,39803
20/4/2024,128980,172835,145335,42710,89429,11635,4369,17301,8495,24505
21/4/2024,113505,149974,124892,40789,74164,12151,3530,17801,7091,25411
22/4/2024,186110,232509,256725,53584,142827,10320,2286,12558,8111,35791
23/4/2024,191353,243451,272842,55248,148808,7994,2184,10664,8151,34845
24/4/2024,191429,248489,274518,55395,148782,8076,2276,10823,8331,34595
25/4/2024,189166,244874,270387,55801,146571,10546,3557,14154,8434,35981
26/4/2024,193453,251457,262936,56404,146185,12084,4370,18951,9461,41253
27/4/2024,143091,192673,156561,47139,94517,11864,4761,16326,8494,27535
28/4/2024,117225,162298,133240,43748,77668,11982,3961,18057,7062,25912
29/4/2024,187311,237795,260006,55840,143725,10795,2092,12888,8322,36506
30/4/2024,194819,256624,276262,58774,151140,10345,3632,14593,9759,36874
1/5/2024,119793,184437,142909,46327,87555,11480,5165,15904,7467,25261
2/5/2024,195431,250953,274442,54081,149260,10473,3078,14620,8455,37180
3/5/2024,197806,251683,266068,60125,147846,11829,4105,18094,9541,40174
4/5/2024,143552,186860,162346,49000,97466,11828,4833,18494,8310,26807
5/5/2024,123295,171318,138060,46306,84630,12149,3545,19280,7018,26645
6/5/2024,192678,240363,262910,57200,146060,10839,2187,13035,8111,36384
7/5/2024,198206,259675,283428,29351,151590,8722,1998,10716,8269,36179
8/5/2024,199795,267109,288099,28097,155057,8555,2136,10990,8288,36008
9/5/2024,197917,253896,277288,52071,150250,10275,3195,14131,8746,36321
10/5/2024,201590,257069,271257,56660,150331,12098,4523,19516,9354,41117
11/5/2024,135207,182758,153531,45689,91924,11801,5465,16419,8468,26162
12/5/2024,128056,166092,139061,47674,84088,12051,4151,16968,6936,27025
13/5/2024,195021,242010,263810,55298,147222,10705,2237,12891,8193,36130
14/5/2024,198047,253437,277017,54970,153466,8511,1929,11027,8342,35236
15/5/2024,197979,257037,277887,55196,152768,8465,2041,11586,8242,35323
16/5/2024,196937,253778,275188,55939,151399,10233,2789,16115,8180,35551
17/5/2024,200726,252606,267692,57113,149592,11765,4319,17701,9341,37370
18/5/2024,138417,187079,153988,47953,93718,11758,5299,15971,8328,23769
19/5/2024,123106,160492,133420,44665,78156,12119,3928,18271,7108,24413
20/5/2024,189554,241287,258466,52779,145344,10883,2188,14211,8800,35095
21/5/2024,196286,253671,276190,55237,152166,10271,2744,13139,9860,35923
22/5/2024,118052,168654,137209,41822,84808,11140,5262,12511,7748,20620
23/5/2024,192282,240933,259669,53432,145895,11335,4292,14220,9536,37121
24/5/2024,210072,250636,264581,57822,148879,13335,5555,19020,9789,41567
25/5/2024,169115,191869,173761,49453,100692,12809,6407,17137,8908,30648
26/5/2024,154341,171027,150886,48425,88095,12753,6481,17532,7567,29347
27/5/2024,209792,252244,261486,57351,147242,12553,5413,16531,8927,39589
28/5/2024,215276,261354,279863,59576,153482,12441,5898,14995,8931,40144
29/5/2024,224227,274188,286982,61219,157813,12639,5985,16003,8955,42924
30/5/2024,223563,266950,281624,61632,154809,12687,6660,16729,9645,42957
31/5/2024,221354,261386,267879,62698,143743,12937,6692,19432,9669,41565
1/6/2024,185932,209179,175552,55859,104973,12882,7151,19833,9067,35761
2/6/2024,162167,198291,159489,60246,94648,12900,7281,18941,7741,32746
3/6/2024,115327,161956,127811,44106,79465,13276,7169,22520,9305,28463
4/6/2024,196980,249198,269312,54798,148015,11472,2405,14566,8881,37473
5/6/2024,195988,251786,271351,55326,150154,9757,2211,11954,8928,34822
6/6/2024,194376,245986,265179,54470,148279,10066,2910,12776,9558,33736
7/6/2024,198250,251688,260313,58342,145658,11325,4623,15262,9672,35309
8/6/2024,144743,195106,158833,49750,96194,11536,5362,14432,8832,23991
9/6/2024,132320,170552,144354,49056,82792,11643,3991,15270,7618,24642
10/6/2024,197865,248543,262844,57746,147097,10912,2672,12961,9017,35125
11/6/2024,210343,258700,278563,57438,153481,9758,2337,11399,9108,35114
12/6/2024,202214,260430,277640,57629,154360,10343,2825,12349,9403,36534
13/6/2024,202468,256529,273266,56094,151551,13174,4624,18406,9863,39719
14/6/2024,203495,257088,256356,57857,150290,14461,6127,22905,9818,46039
15/6/2024,139011,185662,144886,50963,90604,13880,6488,20559,9246,29940
16/6/2024,125659,172583,133785,56223,80577,13089,5042,15917,8138,28151
17/6/2024,116649,159879,138594,52951,81141,13724,4127,13454,8060,32155
18/6/2024,185441,240978,244971,57587,135354,14016,5867,19994,8967,41650
19/6/2024,194749,253462,264955,53446,147188,11755,4231,15521,9117,38775
20/6/2024,193956,250229,265578,53377,146558,11266,3729,13780,9584,35464
21/6/2024,194890,251368,257011,55732,139848,12393,4827,15185,9833,35417
22/6/2024,142584,188870,150885,47404,95667,12448,5564,15456,8595,23276
23/6/2024,130091,160595,130408,41616,80777,12558,4503,15314,7054,24169
24/6/2024,189584,244282,256702,52722,145191,10911,2569,12951,8683,34459
25/6/2024,194186,255156,273199,53506,150199,9560,2556,11702,8402,34558
26/6/2024,196416,259838,275959,54934,151871,9368,2342,10877,8571,34703
27/6/2024,194265,255210,270789,54446,149007,10671,3724,13565,8883,34975
28/6/2024,195212,258172,265508,57884,147390,11892,5080,16473,9568,36016
29/6/2024,140938,202785,164337,51657,99383,11648,5499,14976,8921,24978
30/6/2024,120543,169715,137399,47363,81318,11899,4363,17187,7486,24205
1/7/2024,195781,252569,268960,55157,150225,10963,2444,12787,8580,35332
2/7/2024,200482,261783,282862,56567,155665,9019,2259,10686,8337,35327
3/7/2024,203010,268765,289412,57082,159991,9750,2236,10726,8399,35601
4/7/2024,202097,264607,286994,57609,155893,11175,3932,14919,8861,36225
5/7/2024,207116,266888,282608,61013,155970,13441,5605,19435,9544,43327
6/7/2024,142730,206645,172441,56046,101023,12845,7094,18247,8930,29916
7/7/2024,132547,203848,157584,57455,92936,12791,6866,17816,7629,28447
8/7/2024,115556,165449,134575,42438,82489,12919,4855,17492,8735,26568
9/7/2024,200793,263047,280219,56539,156259,11480,2779,13157,8106,37839
10/7/2024,205059,270141,289561,58792,159400,11005,2307,11829,8469,36612
11/7/2024,203117,266658,286550,57623,159483,11135,3610,13942,8837,36971
12/7/2024,201799,263438,272404,60149,155710,11997,4595,16188,9565,37194
13/7/2024,140503,197531,168997,51341,99733,11717,5563,15521,8567,26261
14/7/2024,120570,166721,145532,46527,78833,11880,4100,15759,7051,26194
15/7/2024,196946,252958,267546,55544,152523,11246,2525,13133,8471,36153
16/7/2024,201215,262939,284143,54769,158717,9976,2240,11562,7978,36540
17/7/2024,203820,269546,287944,55063,160676,9975,2785,11749,8369,36372
18/7/2024,201041,263117,280222,55062,157487,10930,3611,14238,8849,35545
19/7/2024,203725,267317,276902,47692,156915,11896,5261,17202,9097,37244
20/7/2024,144224,208405,171208,51709,105712,11742,5943,16127,8760,25282
21/7/2024,120702,166368,136580,44861,81655,11745,4775,16686,6949,22770
22/7/2024,196906,248534,269822,54640,153039,11219,2797,14628,8115,35421
23/7/2024,200663,263178,282154,53465,159136,10176,2637,12649,8128,35182
24/7/2024,200489,265491,283903,53975,159742,10262,2562,12430,8302,34667
25/7/2024,201412,263951,281000,54526,158432,11174,3957,14973,8434,35021
26/7/2024,203776,264920,275418,58401,155741,12049,4804,17030,9440,37808
27/7/2024,157058,199172,165456,52047,99989,11714,5919,16857,8834,25084
28/7/2024,123404,169794,140308,46862,81246,12042,4733,16915,7180,24195
29/7/2024,194951,250926,267116,54776,151511,11250,2862,13483,8202,34981
30/7/2024,200996,264383,283005,56368,159361,9939,3523,11399,8421,35081
31/7/2024,204121,272244,288374,57595,161644,9836,2168,12033,8425,35178
1/8/2024,204262,265899,283299,57175,159039,10786,4029,14582,8219,35905
2/8/2024,205429,265155,275437,61655,155798,11780,4985,17812,9482,38141
3/8/2024,146392,198005,163524,58147,98147,11737,6146,16456,8480,25463
4/8/2024,124605,165573,139641,51984,80472,11744,4795,16865,6836,24803
5/8/2024,197994,254366,271244,57533,155164,11081,2581,12638,8077,35650
6/8/2024,205357,266743,288986,58800,162644,9775,2264,11024,8265,35423
7/8/2024,207151,274703,293819,58871,164910,10050,2696,11192,9196,35801
8/8/2024,208296,269554,291644,59990,161728,10945,4359,14436,8722,36776
9/8/2024,209159,262760,280580,63489,157575,12100,5377,18552,8146,39065
10/8/2024,144796,207552,172413,56209,101871,11688,6059,16856,8238,26184
11/8/2024,120850,165858,138005,48111,79359,11989,5480,18614,7362,24757
12/8/2024,205055,259547,278485,58410,157874,11223,3180,13697,8273,37079
13/8/2024,207568,266935,288121,57624,162819,9958,2646,11306,8383,35702
14/8/2024,208371,271488,289782,57424,163707,9939,2406,11467,8336,35578
15/8/2024,205831,264039,284800,57708,160096,10815,4174,15181,8096,35132
16/8/2024,206027,263768,275293,60230,155767,11797,5320,18614,9429,37572
17/8/2024,143562,198435,161007,54721,97489,11334,5706,16410,8187,24493
18/8/2024,127114,174892,140575,48959,84453,11846,4415,17286,6745,23912
19/8/2024,201172,254603,270365,57015,154915,10995,2633,13527,8267,34633
20/8/2024,202945,262694,285503,56791,159585,9351,2577,11602,8043,34288
21/8/2024,205962,268041,289959,56710,160755,9320,2460,11018,7915,34442
22/8/2024,205098,260848,283952,56581,157774,10627,3738,13195,8605,33709
23/8/2024,209914,263538,276761,60312,157302,11802,5148,17414,9393,36567
24/8/2024,188168,207151,170855,51137,107217,11376,6161,15163,8130,24160
25/8/2024,123771,166976,140539,45165,85267,11753,5130,15944,6797,23124
26/8/2024,198966,250900,267069,54211,153411,10829,2801,12071,8379,33975
27/8/2024,203016,260452,284023,55178,160178,8897,2243,10791,7915,33358
28/8/2024,203051,265546,284092,55133,162007,9106,2489,10797,8330,33500
29/8/2024,201717,261798,276108,54351,159455,10694,4625,14696,9358,33830
30/8/2024,208483,274397,275060,60811,164465,12084,5487,19981,9453,39751
31/8/2024,151077,223776,175854,61590,148762,11304,6475,18587,8794,29795
1/9/2024,116430,167731,131669,39374,81744,11834,5835,18252,7641,25319
2/9/2024,186296,247214,243045,48918,150129,11185,2817,13969,8537,34078
3/9/2024,195168,262243,264268,49734,160244,9379,2889,11553,9025,34201
4/9/2024,209439,269063,286793,55323,162720,8918,2720,11217,9165,33992
5/9/2024,204667,263274,281002,55233,159983,10285,3295,13030,8929,33678
6/9/2024,205926,262075,269408,58146,155021,11471,5141,16147,9702,35649
7/9/2024,152736,204613,164817,54283,101319,11297,5897,15010,8303,23273
8/9/2024,138454,172735,142798,48146,85123,11558,5225,17278,7000,24171
9/9/2024,204112,256099,271762,55820,156714,10835,2493,13147,8127,34756
10/9/2024,206941,266335,284576,56036,162028,9225,2926,11483,8042,34384
11/9/2024,209305,272223,286563,55484,164509,10554,3067,12148,8154,34657
12/9/2024,205705,262880,276742,53859,158647,11312,4762,16713,8384,35577
13/9/2024,208120,258662,268945,56406,154901,13366,5821,22560,9517,42637
14/9/2024,148318,199935,190399,53480,101642,12975,6918,21419,8556,31136
15/9/2024,141572,204178,164844,60805,98607,12571,7107,18105,7579,29446
16/9/2024,132111,196803,153319,56322,96879,12767,7519,20506,8546,29856
17/9/2024,164068,185563,157083,43844,102339,12569,6349,18289,8896,28518
18/9/2024,202184,269554,276713,57129,157688,12463,6454,16063,8402,38463
19/9/2024,202851,268889,281772,57825,158796,12391,6599,16176,8458,37280
20/9/2024,203038,274945,271812,57619,163700,12619,6395,16866,9358,35939
21/9/2024,131042,190138,153013,45546,99062,12431,6474,15926,8132,22993
22/9/2024,122522,160056,127708,40791,82048,12689,4741,17317,6702,22611
23/9/2024,197533,246504,264470,52811,152824,11154,2956,12778,8057,33720
24/9/2024,203545,262278,281314,52510,161003,9143,2539,11341,7918,34215
25/9/2024,204256,264354,285648,52448,161288,9064,2724,11233,8078,34631
